HS4,Name4,,
5805,“哥白林”、“弗朗德”、“奥步生”、“波威”及类似式样的手织装饰毯，以及手工针绣嵌花装饰毯（例如，小针脚或十字绣），不论是否制成的,,
5806,狭幅机织物，但品目5807的货物除外；用粘合剂粘合制成的有经纱而无纬纱的狭幅织物（包扎匹头用带）,,
5807,非绣制的纺材料制标签、徽章及类似品，成匹、成条或裁成一定形状或尺寸,,
5808,成匹的编带；非绣制的成匹装饰带，但针织或钩编的除外；流苏、绒球及类似品,,
5809,其他品目未列名的金属线机织物及品目5605所列含金属纱线的有机织物，用于衣着、装饰及类似用途,,
5810,成匹、成条或成小块图案的刺绣品,,
5811,经绗缝或其他方法用一层或几层纺织材料与胎料组合制成的被褥状纺织品，但品目5810的刺绣品除外,,
5901,用胶或淀粉物质涂布的纺织物，作书籍封面及类似用途的；描图布；制成的油画布；作帽里的硬衬布及类似硬挺纺织物,,
5902,尼龙或其他聚酰胺、聚酯或粘胶纤维高强力纱制的帘子布,,
5903,用塑料浸渍、涂布、包覆或层压的纺织物，但品目5902的货品除外,,
5904,列诺伦（亚麻油地毡），不论是否剪切成形；以纺织物为底布经涂布或覆面的铺地制品，不论是否剪切成形,,
5905,糊墙织物,,
5906,用橡胶处理的纺织物，但品目5902的货品除外,,
5907,用其他材料浸渍、涂布或包覆的纺织物；作舞台、摄影布景或类似用途的已绘制花布,,
5908,用纺织材料机织、编结或针织而成的灯芯、炉芯、打火机芯、短芯或类似品；煤气灯纱筒及纱罩，不论是否浸渍,,
5909,纺织材料制的水龙软管及类似的管子，不论有无其他材料作衬里、护套或附件,,
5910,纺织材料制的传动带或输送带及带料，不论是否用塑料浸渍、涂布、包覆或层压，也不论是否用金属或其他材料加强,,
5911,本章注释7所规定的作专门技术用途的纺织产品及制品,,
6001,针织或钩编的起绒织物，包括“长毛绒”织物及毛圈织物,,
6002,宽度≤30cm，按重量计弹性纱线或橡胶线含量≥5%的针织物或钩编织物，但品目6001的货品除外,,
6003,宽度≤30cm，含弹性纱线或橡胶线＜5%的针织物或钩编织物，但品目6001或6002的货品除外,,
6004,宽度＞30cm，按重量计弹性纱线或橡胶线含量≥5%的针织物或钩编织物，但品目6001的货品除外,,
6005,经编织物（包括由花边针织机织成的），但品目6001至6004的货品除外,,
6006,其他针织物或钩编织物,,
6101,针织或钩编的男式大衣、短大衣、斗篷、短斗篷、带风帽的防寒短上衣（包括滑雪短上衣）、防风衣、防风短上衣及类似品，但品目6103的货品除外,,
6102,针织或钩编的女式大衣、短大衣、斗篷、短斗篷、带风帽的防寒短上衣（包括滑雪短上衣）、防风衣、防风短上衣及类似品，但品目6104的货品除外,,
6103,针或钩织的男式西服套装、便服套装、上衣、长裤、护胸背带工装裤、马裤及短裤（游泳裤除外）,,
6104,针或钩织的女式西服套装、便服套装、上衣、连衣裙、裙子、裙裤、长裤、护胸背带工装裤、马裤及短裤（游泳裤除外）,,
6105,针织或钩编的男衬衫,,
6106,针织或钩编的女衬衫,,
6107,针织或钩编的男式内裤、三角裤、长睡衣、睡衣裤、浴衣、晨衣及类似品,,
6108,针织或钩编的女式长衬裙、衬裙、三角裤、短衬裙、睡衣、睡衣裤、浴衣、晨衣及类似品,,
6109,针织或钩编的Ｔ恤衫、汗衫及其他背心,,
6110,针织或钩编的套头衫、开襟衫、外穿背心及类似品,,
6111,针织或钩编的婴儿服装及衣着附件,,
6112,针织或钩编的运动服、滑雪服及游泳服,,
6113,用品目5903、5906或5907的针织物或钩编织物制成的服装,,
6114,针织或钩编的其他服装,,
6115,针织或钩编的连裤袜、紧身裤袜、长统袜、短袜及其他袜类，包括渐紧压袜类（例如用以治疗静脉曲张的长统袜）和无外绱鞋底的鞋类,,
6116,针织或钩编的分指手套、连指手套及露指手套,,
6117,其他制成的针织或钩编的衣着附件；服装或衣着附件的针织或钩编零件,,
6201,男式大衣、短大衣、斗蓬、短斗篷、带风帽的防寒短上衣（包括滑雪短上衣）、防风衣、防风短上衣及类似品，但品目6203的货品除外,,
6202,女式大衣、短大衣、斗蓬、短斗篷、带风帽的防寒短上衣（包括滑雪短上衣）、防风衣、防风短上衣及类似品，但品目6204的货品除外,,
6203,男式西服套装、便服套装、上衣、长裤、护胸背带工装裤、马裤及短裤（游泳裤除外）,,
6204,女式西服套装、便服套装、上衣、连衣裙、裙子、裙裤、长裤、护胸背带工装裤、马裤及短裤（游泳裤除外）,,
6205,男衬衫,,
6206,女衬衫,,
6207,男式背心及其他内衣、内裤、三角裤、睡衣裤、浴衣、晨衣及类似品,,
6208,女式背心及其他内衣、长衬裙、衬裙、三角裤、睡衣裤、浴衣、晨衣及类似品,,
6209,婴儿服装及衣着附件,,
6210,用品目5602、5603、5903、5906或5907的织物制成的服装,,
6211,运动服、滑雪服及游泳服；其他服装,,
6212,胸罩、腹带、紧身胸衣、吊裤带、吊袜带、束袜带和类似品及其零件，不论是否针织或钩编的,,
6213,手帕,,
6214,披巾、头巾、围巾、披纱、面纱及类似品,,
6215,领带及领结,,
6216,分指手套、连指手套及露指手套,,
6217,其他制成的衣着附件；服装或衣着附件的零件，但品目6212的货品除外,,
6301,毯子及旅行毯,,
6302,床上、餐桌、,盥洗及厨房用的织物制品,
6303,窗帘（包括帷帘）及帐幔；帘帷或床帷,,
6304,其他装饰用织物制品，但品目9404的货品除外,,
6305,货物包装用袋,,
6306,油苫布、天蓬及遮阳蓬；帐蓬；风帆；野营用品,,
6307,其他制成品，包括服装裁剪样,,
6308,由机织物及纱线构成的零售包装成套物品，不论是否带附件，用以制作小地毯、装饰毯、绣花台布、餐巾或类似纺织物品,,
6309,旧衣物,,
6310,纺织材料的新或旧的碎织物及废线、绳、索、缆及其制品,,
6401,橡胶或塑料制外底及鞋面的防水鞋靴，其鞋面不是用缝、铆、钉、旋、塞或类似方法固定在鞋底上的,,
6402,橡胶或塑料制外底及鞋面的其他鞋靴,,
6403,橡胶、塑料、皮革或再生革制外底，皮革制鞋面的鞋靴,,
6404,橡胶、塑料、皮革、或再生皮革制外底，用纺织材料制鞋面的鞋靴,,
6405,其他鞋靴,,
6406,鞋靴零件（包括鞋面，不论是否带有除外底以外的其他鞋底）；活动式鞋内底、跟垫及类似品；护腿、裹腿和类似品及其零件,,
6501,毡呢制的帽坯、帽身及帽兜，未楦制成形，也未加帽边；毡呢制的圆帽片及制帽用的毡呢筒（包括裁开的毡呢筒）,,
6502,编结的帽坯或用任何材料的条带拼制而成的帽胚，未楦制成形，也未加帽边、衬里或装饰物,,
6504,编结帽或用任何材料的条带拼制而成的帽类,,
6505,针织或钩编的帽类，用成匹的花边、毡呢或其他纺织物（条带除外）制成的帽带，不论有无衬里或装饰物；任何材料制的发网，不论有无衬里或装饰物,,
6506,其他帽类，不论有无衬里或装饰物,,
6507,帽圈、帽衬、帽套、帽帮、帽骨架、帽舌及帽颏带,,
6601,雨伞及阳伞（包括手杖伞、庭园用伞及类似伞）,,
6602,手杖、带座手杖、鞭子、马鞭及类似品,,
6603,品目6601或6602所列物品的零件及装饰品,,
6701,带羽毛或羽绒的鸟皮及鸟体其他部分、羽毛、部分羽毛、羽绒及其制品（品目0505的货品和经加工的羽管及羽轴除外）,,
6702,人造花、叶、果实及其零件；用人造花、叶或果实制成的物品,,
6703,经梳理、稀疏、脱色或其他方法加工的人发；作假发及类似用品的羊毛、其他动物毛或其他纺织材料,,
6704,人发、动物毛或纺织材料制的假发、假胡须、假眉毛、假睫毛及类似品；其他品目未列名的人发制品,,
6801,天然石料（不包括板岩）制的长方砌石、路缘石、扁平石,,
6802,已加工碑石或建筑用石（不包括板岩）及其制品，但品目6801的货品除外；天然石料（包括板岩）制的镶嵌石（马赛克）及类似品，不论是否有衬背；天然石料（包括板岩）制的人工染色石料、石片及石粉,,
6803,已加工的板岩及板岩或粘聚板岩的制品,,
6804,未装支架的石磨、石碾、砂轮和类似品及其零件，用于研磨、磨刃、抛光、整形或切割，以及手用磨石、抛光石及其零件，用天然石料、粘聚的天然磨料、人造磨料或陶瓷制成，不论是否装有由其他材料制成的零件,,
6805,砂布、砂纸及以其他材料为底的类似品，不论是否裁切、缝合或用其他方法加工成形,,
6806,矿质棉、岩石棉及类似的矿质棉；叶状蛭石、膨胀黏土、泡沫矿渣及类似的膨胀矿物材料；具有隔热、隔音或吸音性能地矿物材料的混合物及制品，但品目6811、6812或第69章的货品除外,,
6807,沥青或类似原料（例如，石油沥青或煤焦油沥青）制品,,
6808,镶板、平板、瓦、砖及类似品，用水泥、石膏及其他矿物粘合材料粘合植物纤维、稻草、刨花、木片屑、木粉、锯末或木废料制成,,
6809,石膏制品及以石膏为基本成分的混合材料制品,,
6810,水泥、混凝土或人造石制品，不论是否加强,,
6811,石棉水泥、纤维素水泥或类似材料的制品,,
6812,已加工石棉纤维；以石棉为基本成分或以石棉和碳酸镁为基本成分的混合物；上述混合物或石棉的制品（例如，纱线、机织物、服装、帽类、鞋靴、衬垫），不论是否加强，但品目6811或6813的货品除外,,
6813,以石棉、其他矿物质或纤维素为基本成分的未装配摩擦材料及其制品（例如，片、卷、带、盘、圈、垫及扇形），适于作制动器、离合器及类似品，不论是否与织物或其他材料结合而成,,
6814,已加工的云母及其制品，包括粘聚或复制的云母，不论是否附于纸、纸板或其他材料上,,
6815,其他品目未列名的石制品及其他矿物制品（包括碳纤维，碳纤维制品和泥煤制品）,,
6901,硅质化石粉（例如，各种硅藻土）或类似硅土制的砖、块、瓦及其他陶瓷制品,,
6902,耐火砖、块、瓦及类似耐火陶瓷建材制品，但硅质化石粉及类似硅土制的除外,,
6903,其他耐火陶瓷制品（例如，甑、坩埚、马弗罩、喷管、拴塞、支架、烤体、管子、护套及棒条），但硅质化石粉及类似硅土制的除外,,
6904,陶瓷制建筑用砖、铺地砖、支撑或填充用砖及类似品,,
6905,屋顶瓦、烟囱罩、通风帽、烟囱衬壁、建筑装饰及其他建筑用陶瓷制品,,
6906,陶瓷套管、导管、槽管及管子配件,,
6907,陶瓷贴面砖、铺面砖，包括炉面砖及墙面砖；陶瓷镶嵌砖（马赛克）及其类似品，不论是否有衬背；饰面陶瓷,,
6909,实验室、化学或其他技术用陶瓷器；农业用陶瓷槽、缸及类似容器；通常供运输及盛装货物用的陶瓷罐、坛及类似品,,
6910,陶瓷洗涤槽、脸盆、脸盆座、浴缸、坐浴盆、抽水马桶、水箱、小便池及类似的固定卫生设备,,
6911,瓷餐具、厨房器具及其他家用或盥洗用瓷器,,
6912,陶餐具、厨房器具及其他家用或盥洗用陶器,,
6913,塑像及其他装饰用陶瓷制品,,
6914,其他陶瓷制品,,
7001,碎玻璃及废玻璃；玻璃块料,,
7002,未加工的玻璃球、棒及管（品目7018的微型玻璃球除外）,,
7003,铸制或轧制玻璃板、片或型材及异型材，不论是否有吸收、反射或非反射层，但未经其他加工,,
7004,拉制或吹制玻璃板、片，不论是否有吸收、反射或非反射层，但未经其他加工,,
7005,浮法玻璃板、片及表面研磨或抛光玻璃板、片，不论是否有吸收、反射或非反射层，但未经其他加工,,
7006,经弯曲、磨边、镂刻、钻孔、涂珐琅或其他加工的品目7003、7004或7005的玻璃，但未用其他材料镶框或装配,,
7007,钢化或层压玻璃制的安全玻璃,,
7008,多层隔温、隔音玻璃组件,,
7009,玻璃镜（包括后视镜），不论是否镶框,,
7010,玻璃制的坛、瓶、缸、罐、安瓿及其他容器，用于运输或盛装货物；玻璃制保藏罐；玻璃塞、盖及类似的封口器,,
7011,制灯泡、阴极射线管及类似品用的未封口玻璃外壳（包括玻璃泡及管）及其玻璃零件，但未装有配件,,
7013,玻璃器皿，供餐桌、厨房、盥洗室、办公室、室内装饰或类似用途（品目7010或7018的货品除外）,,
7014,未经光学加工的信号玻璃器及玻璃制光学元件（品目7015的货品除外）,,
7015,钟表玻璃及类似玻璃、视力矫正或非视力矫正眼镜用玻璃，呈弧面、弯曲、凹形或类似形状但未经光学加工的；制造上述玻璃用的凹面圆形及扇形玻璃,,
7016,建筑用压制或模制的铺面用玻璃块、砖、片、瓦及其他制品，不论是否夹丝；供镶嵌或类似装饰用的玻璃马赛克及其他小件玻璃品，不论是否有衬背；花式铅条窗玻璃及类似品；多孔或泡沫玻璃块、板、片及类似品,,
7017,实验室、卫生及配药用的玻璃器皿，不论有无刻度或标量,,
7018,玻璃珠、仿珍珠、仿宝石或仿半宝石和类似小件玻璃品及其制品，但仿首饰除外；玻璃眼，但医用假眼除外；灯工方法制作的玻璃塑像及其他玻璃装饰品，但仿首饰除外；直径≤的玻璃小珠,,
7019,玻璃纤维（包括玻璃棉）及其制品（例如，玻璃纤维纱线及其织物）,,
7020,其他玻璃制品,,
7101,天然或养殖珍珠，不论是否加工或分级，但未成串或镶嵌；天然或养殖珍珠，为便于运输而暂穿成串,,
7102,钻石，不论是否加工，但未镶嵌,,
7103,宝石（钻石除外）或半宝石，不论是否加工或分级，但未成串或镶嵌；未分级的宝石（钻石除外）或半宝石，为便于运输而暂穿成串,,
7104,合成或再造宝石或半宝石，不论是否加工或分级，但未成串或镶嵌的；未分级的合成或再造宝石或半宝石，为便于运输而穿成串,,
7105,天然或合成的宝石或半宝石的粉末,,
7106,银（包括镀金、镀铂的银），未锻造、半制成或粉末状,,
7107,以贱金属为底的包银材料,,
7108,金（包括镀铂的金），未锻造、半制成或粉末状,,
7109,以贱金属或银为底的包金材料,,
7110,铂，未锻造、半制成或粉末状,,
7111,以贱金属、银或金为底的包铂材料,,
7112,贵金属或包贵金属的废料及碎料；含有贵金属或贵金属化合物的其他废料及碎料，主要用于回收贵金属,,
7113,贵金属或包贵金属制的首饰及其零件,,
7114,贵金属或包贵金属制的金银器及其零件,,
7115,贵金属或包贵金属的其他制品,,
7116,用天然或养殖珍珠、宝石或半宝石（天然、合成或再造）制成的物品,,
7117,仿首饰,,
7118,硬币,,
7201,生铁及镜铁，锭、块或其他初级形状,,
7202,铁合金,,
7203,直接从铁矿还原所得的铁产品及其他海绵铁产品，块、团、团粒及类似形状；按重量计纯度≥99.94%的铁，块、团、团粒及类似形状,,
7204,钢铁废料及碎料；供再熔的碎料钢铁锭,,
7205,生铁、镜铁及钢铁的颗粒和粉末,,
7206,铁及非合金钢，锭或其他初级形状（品目7203的铁除外）,,
7207,铁及非合金钢的半制成品,,
7208,宽度≥600mm的铁或非合金钢平板轧材，经热轧，但未经包覆、镀层或涂层,,
7209,宽度≥600mm的铁或非合金钢平板轧材，经冷轧，但未经包覆、镀层或涂层,,
7210,宽度≥600mm的铁或非合金钢平板轧材，经包覆、镀层或涂层,,
7211,宽度＜600mm的铁或非合金钢平板轧材，但未经包覆、镀层或涂层,,
7212,宽度＜600mm的铁或非合金钢平板轧材，经包覆、镀层或涂层,,
7213,不规则盘卷的铁及非合金钢的热轧条、杆,,
7214,铁或非合金钢的其他条、杆，除锻造、热轧、热拉杆或热挤压外未经进一步加工，包括压制后扭曲的,,
7215,铁及非合金钢的其他条、杆,,
7216,铁或非合金钢的角材、型材及异型材,,
7217,铁丝或非合金钢丝,,
7218,不锈钢，锭状及其他初级形状；不锈钢半制品,,
7219,不锈钢平板轧材，宽度≥600mm,,
7220,不锈钢平板轧材，宽度＜600mm,,
7221,不规则盘卷的不锈钢热轧条、杆,,
7222,不锈钢其他条、杆；不锈钢角材、型材及异型材,,
7223,不锈钢丝,,
7224,其他合金钢，锭状或其他初级形状；其他合金钢制的半制成品,,
7225,其他合金钢平板轧材，宽≥600mm,,
7226,其他合金钢平板轧材，宽＜600mm,,
7227,不规则盘卷的其他合金钢热轧条、杆,,
7228,其他合金钢条、杆；其他合金钢角材、型材及异型材；合金钢或非合金钢制的空心钻钢,,
7229,其他合金钢丝,,
7301,钢铁板桩，不论是否钻孔、打眼或组装；焊接的钢铁角材、型材及异型材,,
7302,铁道及电车道铺轨用钢铁材料（钢轨、护轨、齿轨、道岔尖轨、辙叉、尖轨拉杆及其他岔道段体、轨枕、鱼尾板、轨座、轨座楔、钢轨垫板、钢轨夹、底板、固定板及其他专门用于连接或加固路轨的材料）,,
7303,铸铁管及空心异型材,,
7304,无缝钢铁管及空心异型材（铸铁的除外）,,
7305,其他圆形截面钢铁管（例如，焊、铆及用类似方法接合的管），,外径≥406.4mm,
7306,其他钢铁管及空心异型材（例如，焊、铆及用类似方法接合的管）,,
7307,钢铁管子附件（例如，,接头、肘管、管套）,
7308,钢铁结构体（品目9406的活动房屋除外）及其部件（例如，桥梁及桥梁体段、闸门、塔楼、格构杆、屋顶、屋顶框架、门窗及其框架、门槛、百叶窗、栏杆、支柱及立柱）；上述结构体用的已加工钢铁板、杆、角材、型材、异型材、管子及类似品,,
7309,盛装物料用的钢铁槽、罐、桶及类似容器（装压缩气体或液化气体的除外），容积＞300L，不论是否衬里或隔热，但无机械或热力装置,,
7310,盛装物料用的钢铁桶、罐、听、盒及类似容器（装压缩气体或液化气体的除外），容积≤300L，不论是否衬里或隔热，但无机械或热力装置,,
7311,装压缩气体或液化气体用的钢铁容器,,
7312,非绝缘的钢铁绞股线、绳、缆、编带、吊索及类似品,,
7313,带刺钢铁丝；围篱用的钢铁绞带或单股扁丝（不论是否带刺）及松绞的双股丝,,
7314,钢铁丝制的布（包括环形带）、网、篱、格栅；网眼钢铁板,,
7315,钢铁链及其零件,,
7316,钢铁锚、多爪锚及其零件,,
7317,钢铁制钉、平头钉、图钉、波纹钉、U形钉（品目8305的货品除外）及类似品，不论钉头是否用其他材料制成,,
7318,钢铁制的螺钉、螺栓、螺母、方头螺钉、钩头螺钉、铆钉、销、开尾销、垫圈（包括弹簧垫圈）及类似品,,
7319,钢铁制的手工缝针、编织针、引针、钩针、刺绣穿孔锥及类似制品；其他品目未列名的钢铁制安全别针及其他别针,,
7320,钢铁制弹簧及弹簧片,,
7321,非电热的钢铁制家用炉、灶（包括附有集中供暖用的热水锅的炉）、烤肉架、烤炉、煤气灶、加热板和类似非电热的家用器具及其零件,,
7322,非电热的钢铁制集中供暖用散热器及其零件；非电热的钢铁制空气加热器、暖气分布器（包括可分布新鲜空气或调节空气的）及其零件，装有电动风扇或鼓风机,,
7323,餐桌、厨房用或其他家用钢铁器具及其零件；钢铁丝绒；钢铁制擦锅器、洗刷擦光用的块垫、手套及类似品,,
7324,钢铁制卫生器具及其零件,,
7325,其他钢铁铸造制品,,
7326,其他钢铁制品,,
7401,铜锍；沉积铜（泥铜）,,
7402,未精炼铜；电解精炼用的铜阳极,,
7403,未锻轧的精炼铜及铜合金,,
7404,铜废料及碎料,,
7405,铜母合金,,
7406,铜粉及片状粉末,,
7407,铜条、杆、型材及异型材,,
7408,铜丝,,
7409,铜板、片及带，厚度＞0.15mm,,
7410,铜箔（不论是否印花或用纸、纸板、塑料或类似材料衬背），厚度（除衬背外）≤0.15mm,,
7411,铜管,,
7412,铜制管子附件（例如，,接头、肘管、管套）,
7413,非绝缘铜丝绞线、缆、编带及类似品,,
7415,铜制或钢铁制带铜头的各种钉、平头钉、图钉、U形钉（品目8305的货品除外）及类似品；铜制螺钉、螺栓、螺母、钩头螺钉、铆钉、销、开尾销、垫圈（包括弹簧垫圈）及类似品,,
7418,餐桌、厨房或其他家用铜制器具及其零件；铜制擦锅器、洗刷擦光用的块垫、手套及类似品；铜制卫生器具及其零件,,
7419,其他铜制品,,
7501,镍锍、氧化镍烧结物及镍冶炼的其他中间产品,,
7502,未锻轧镍,,
7503,镍废料及碎料,,
7504,镍粉及片状粉末,,
7505,镍条、杆、型材及异型材或丝,,
7506,镍板、片、带、箔,,
7507,镍管及管子附件（例如，,接头、肘管、管套）,
7508,其他镍制品,,
7601,未锻轧铝,,
7602,铝废料及碎料,,
7603,铝粉及片状粉末,,
7604,铝条、杆、型材及异型材,,
7605,铝丝,,
7606,铝板、片及带，厚度＞0.2mm,,
7607,铝箔（不论是否印花或用纸、纸板、塑料或类似材料衬背），厚度（衬背除外）≤0.2mm,,
7608,铝管,,
7609,铝制管子附件（例如，,接头、肘管、管套）,
7610,铝制结构体（品目9406的活动房屋除外）及其部件（例如，桥梁及桥梁体段、塔、格构杆、屋顶、屋顶框架、门窗及其框架、门槛、栏杆、支柱及立柱）；上述结构体用的已加工铝板、杆、型材、异型材、管子及类似品,,
7611,盛装物料用的铝制槽、罐、桶及类似容器（装压缩气体或液化气体的除外），容积＞300L，不论是否衬里或隔热，但无机械或热力装置,,
7612,盛装物料用的铝制桶、罐、听、盒及类似容器，包括软管容器及硬管容器（装压缩气体或液化气体的除外），容积≤300L，不论是否衬里或隔热，但无机械或热力装置,,
7613,装压缩气体或液化气体用的铝制容器,,
7614,非绝缘的铝制绞股线、缆、编带及类似品,,
7615,餐桌、厨房用或其他家用铝制器具及其零件；铝制擦锅器、洗刷擦光用的块垫、手套及类似品；铝制卫生器具及其零件,,
7616,其他铝制品,,
7801,未锻轧铅,,
7802,铅废料及碎料,,
7804,铅板、片、带、箔；铅粉及片状粉末,,
7806,其他铅制品,,
7901,未锻轧锌,,
7902,锌废料及碎料,,
7903,锌末、锌粉及片状粉末,,
7904,锌条、杆、型材及异型材或丝,,
7905,锌板、片、带、箔,,
7907,其他锌制品,,
8001,未锻轧锡,,
8002,锡废料及碎料,,
8003,锡条、杆、型材及异型材或丝,,
8007,其他锡制品,,
8101,钨及其制品，包括废料及碎料,,
8102,钼及其制品，包括废料及碎料,,
8103,钽及其制品，包括废料及碎料,,
8104,镁及其制品，包括废料及碎料,,
8105,钴锍及其他冶炼钴时所得的中间产品；钴及其制品，包括废料及碎料,,
8106,铋及其制品，,包括废料及碎料,
8107,镉及其制品，包括废料及碎料,,
8108,钛及其制品，包括废料及碎料,,
8109,锆及其制品，包括废料及碎料,,
8110,锑及其制品，包括废料及碎料,,
8111,锰及其制品，包括废料及碎料,,
8112,铍、铬、锗、钒、镓、铪、铟、铼、铌、铊、及其制品，包括废料及碎料,,
8113,金属陶瓷及其制品，包括废料及碎料,,
8201,锹、铲、镐、锄、叉及耙；斧子、钩刀及类似砍伐工具；各种修枝用剪刀；镰刀、秣刀、树篱剪、伐木楔子及其他农业、园艺或林业用手工工具,,
8202,手工锯；各种锯的锯片（包括切条、切槽或无齿锯片）,,
8203,钢锉、木锉、钳子（包括剪钳）、镊子、白铁剪、切管器、螺栓切头器、打孔冲子及类似手工工具,,
8204,手动扳手及扳钳（包括转矩扳手，但不包括丝锥扳手）；可互换的扳手套筒，不论是否带手柄,,
8205,其他处未列名的手工工具（包括玻璃刀）；喷灯；台钳、夹钳及类似品，但作为机床或水射流切割机附件或零件的除外；砧；轻便锻炉；带支架的手摇或脚踏砂轮,,
8206,由品目8202至8205中两个或两个以上品目的工具组成的零售包装成套货品,,
8207,手工具（不论是否有动力装置）及机床（例如，锻压、冲压、攻丝、钻孔、镗孔、铰孔及铣削、车削或上螺丝用的机器）的可互换工具，包括金属拉拔或挤压用模以及凿岩或钻探工具,,
8208,机器或机械器具的刀及刀片,,
8209,未装配的工具用金属陶瓷板、杆、刀头及类似品,,
8210,用于加工或调制食品或饮料的手动机械器具，重量≤10kg,,
8211,有刃口的刀及其刀片，不论是否有锯齿（包括整枝刀），但品目8208的刀除外,,
8212,剃刀及其刀片（包括未分开的刀片条）,,
8213,剪刀、裁缝剪刀及类似品、剪刀片,,
8214,其他利口器（例如，理发推子、屠刀、砍骨刀、切肉刀、切菜刀、裁纸刀）；修指甲或修脚用具（包括指甲锉）,,
8215,餐匙、餐叉、长柄勺、漏勺、糕点夹、鱼刀、黄油刀、糖块夹及类似的厨房或餐桌用具,,
8301,贱金属制的锁（钥匙锁、数码锁及电动锁）；贱金属制带锁的扣环及扣环框架；上述锁的贱金属制钥匙,,
8302,用于家具、门窗、楼梯、百叶窗、车厢、鞍具、衣箱、盒子及类似品的贱金属附件及架座；贱金属制帽架、帽钩、托架及类似品；用贱金属作支架的小脚轮；贱金属制的自动闭门器,,
8303,装甲或加强的贱金属制保险箱、保险柜及保险库的门和带锁保险储存橱、钱箱、契约箱及类似品,,
8304,贱金属制的档案柜、卡片索引柜、文件盘、文件篮、笔盘、公章架及类似的办公用具，但品目9403的办公室家具除外,,
8305,活页夹、卷宗夹的贱金属附件、贱金属制的信夹、信角、文件夹、索引标签及类似的办公用品；贱金属制的成条钉书针（例如，供办公室、室内装饰或包装用）,,
8306,非电动的贱金属铃、钟、锣及类似品；贱金属雕塑像及其他装饰品；贱金属相框或画框及类似框架；贱金属镜子,,
8307,贱金属软管，不论是否有附件,,
8308,贱金属制的扣、钩、环、眼及类似品，用于衣着或衣着附件、鞋靴、珠宝首饰、手表、书籍、天篷、皮革制品、旅行用品、马具或其他制成品；贱金属制的管形铆钉及开口铆钉；贱金属制的珠子及亮晶片,,
8309,贱金属制的塞子、盖子（包括冠形瓶塞、螺口盖及倒水塞）、瓶帽、螺口塞、塞子帽、封志及其他包装用附件,,
8310,贱金属制的标志牌、铭牌、地名牌及类似品、号码、字母及类似标志，但品目9405的货品除外,,
8311,贱金属或硬质合金制的丝、条、管、板、电极及类似品，以焊剂涂面或以焊剂为芯，用于焊接或沉积金属、硬质合金；贱金属粉粘聚而成的丝或条，供金属喷镀用,,
8401,核反应堆；核反应堆的未辐照燃料元件（释热元件）；同位素分离机器及装置,,
8402,蒸汽锅炉（能产生低压水蒸气的集中供暖用的热水锅炉除外）；过热水锅炉,,
8403,集中供暖用的热水锅炉，但品目8402的货品除外,,
8404,品目8402或8403所列锅炉的辅助设备（例如，节热器、过热器、除灰器、气体回收器）；水蒸气或其他蒸汽动力装置的冷凝器,,
8405,煤气发生器，不论有无净化器；乙炔发生器及类似水解气体发生器，不论有无净化器,,
8406,汽轮机,,
8407,点燃往复式或旋转式活塞内燃发动机,,
8408,压燃式活塞内燃发动机（柴油或半柴油发动机）,,
8409,专用于或主要用于品目8407或8408所列发动机的零件,,
8410,水轮机、水轮及其调节器,,
8411,涡轮喷气发动机，涡轮螺桨发动机及其他燃气轮机,,
8412,其他发动机及动力装置,,
8413,液体泵，不论是否装有计量装置；液体提升机,,
8414,空气泵或真空泵、空气及其他气体压缩机、风机、风扇；装有风扇的通风罩或循环气罩，不论是否装有过滤器,,
8415,空气调节器，装有电扇及调温、调湿装置，包括不能单独调湿的空调器,,
8416,使用液体燃料、粉状固体燃料或气体燃料的炉用燃料器；机械加煤机，包括其机械炉箅、机械除灰器及类似装置,,
8417,非电热工业或实验室用炉及烘箱，包括焚烧炉,,
8418,电气或非电气的冷藏箱、冷冻箱及其他制冷设备；热泵，但品目8415的空气调节器除外,,
8419,利用温度变化处理材料的机器、装置及类似的实验室设备，例如，加热、烹煮、烘炒、蒸馏、精馏、消毒、灭菌、汽蒸、干燥、蒸发、气化、冷凝、冷却的机器设备，不论是否电热除外；非电热的快速热水器或贮备式热水器,,
8420,砑光机或其他滚压机器及其滚筒，但加工金属或玻璃的除外,,
8421,离心机，包括离心干燥剂；液体或气体的过滤、净化机器及装置,,
8422,洗碟机；瓶子及其他容器的洗涤或干燥机器；瓶、罐、箱、袋或其他容器装填、封口、密封、贴标签的机器；瓶、罐、管、筒或类似容器的包封机器；其他包装或打包机器（包括热缩包装机器）；饮料充气机,,
8423,衡器（感量≤50mg的天平除外），包括计数或检验用的衡器；衡器用的各种砝码砝码、秤砣,,
8424,液体或粉末的喷射、散布或喷雾的机械器具（不论是否手工操作）；灭火器，不论是否装药；喷枪及类似器具；喷汽机、喷砂机及类似的喷射机器,,
8425,滑车及提升机，但倒卸式提升机除外；卷扬机及绞盘；千斤顶,,
8426,船用桅杆式起重机；起重机，包括缆式起重机；移动式吊运架、跨运车及装有起重机的工作车,,
8427,叉车；其他装有升降或搬运装置的工作车,,
8428,其他升降、搬运、装卸机械（例如，升降机、自动梯、输送机、缆车）,,
8429,机动推土机、侧铲推土机、筑路机、平地机、铲运机、机械铲、挖掘机、机铲装载机、捣固机械及压路机,,
